publication,chapter,gram_id,vessel_name,topic_type,sequence,topic_filename,display_text,link_href,glc_path,time_end,freq_end,png_path,file_size,wav_treatment,warnings
progress-test-2,,23,"FR Equinox, Category 4, Hoth",glc,1,gram_23.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 23/Lofar 1 Loop 2.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 23/Lofar 1 Loop 2.glc,271,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 23/Lofar 1 Loop 2.png,166985,,
progress-test-2,,23,"FR Equinox, Category 4, Hoth",analysis,1,gram_23.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 23/Analysis Sheet.docx,997,,
progress-test-2,,24,"FR Equinox, Category 1, Tantive",glc,1,gram_24.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 24/Lofar 1 I.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 24/Lofar 1 I.glc,240,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 24/Lofar 1 I.png,166959,,
progress-test-2,,24,"FR Equinox, Category 1, Tantive",glc,2,gram_24.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 24/Lofar 2 Loop 2.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 24/Lofar 2 Loop 2.glc,360,200,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 24/Lofar 2 Loop 2.png,166959,,
progress-test-2,,24,"FR Equinox, Category 1, Tantive",glc,3,gram_24.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 24/Lofar 3 ABC.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 24/Lofar 3 ABC.glc,300,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 24/Lofar 3 ABC.png,166985,,
progress-test-2,,24,"FR Equinox, Category 1, Tantive",glc,4,gram_24.dita,Lofar 4,Instructor Progress Test 2 Grams_Updated Files/Gram 24/Lofar 4.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 24/Lofar 4.glc,180,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 24/Lofar 4.png,166975,,
progress-test-2,,24,"FR Equinox, Category 1, Tantive",analysis,1,gram_24.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 24/Analysis Sheet.docx,999,,
progress-test-2,,25,"FR Galaxy-class, Category 4, Betazed",glc,1,gram_25.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 25/Lofar 1 ABC.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 25/Lofar 1 ABC.glc,300,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 25/Lofar 1 ABC.png,166829,,
progress-test-2,,25,"FR Galaxy-class, Category 4, Betazed",analysis,1,gram_25.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 25/Analysis.png,41011,,
progress-test-2,,26,"FR Discovery, Category 4, Tantive",glc,1,gram_26.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 26/Lofar 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 26/Lofar 1.glc,271,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 26/Lofar 1.png,166985,,
progress-test-2,,26,"FR Discovery, Category 4, Tantive",glc,2,gram_26.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 26/Lofar 2 ABC.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 26/Lofar 2 ABC.glc,240,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 26/Lofar 2 ABC.png,166975,,
progress-test-2,,26,"FR Discovery, Category 4, Tantive",glc,3,gram_26.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 26/Lofar 3 ABC.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 26/Lofar 3 ABC.glc,271,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 26/Lofar 3 ABC.png,166985,,
progress-test-2,,26,"FR Discovery, Category 4, Tantive",glc,4,gram_26.dita,Lofar 4,Instructor Progress Test 2 Grams_Updated Files/Gram 26/Lofar 4 Loop 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 26/Lofar 4 Loop 1.glc,180,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 26/Lofar 4 Loop 1.png,166829,,
progress-test-2,,26,"FR Discovery, Category 4, Tantive",analysis,1,gram_26.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 26/Analysis.png,41011,,
progress-test-2,,28,"FR Voyager, Category 4, Romulus",glc,1,gram_28.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 28/Lofar 1 Loop 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 28/Lofar 1 Loop 1.glc,240,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 28/Lofar 1 Loop 1.png,166975,,
progress-test-2,,28,"FR Voyager, Category 4, Romulus",glc,2,gram_28.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 28/Lofar 2 Loop 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 28/Lofar 2 Loop 1.glc,300,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 28/Lofar 2 Loop 1.png,166985,,
progress-test-2,,28,"FR Voyager, Category 4, Romulus",analysis,1,gram_28.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 28/Analysis.png,41011,,
progress-test-2,,30,"FR Akira-class, Category 2, Kobol",glc,1,gram_30.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 30/Lofar 1_b.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 30/Lofar 1_b.glc,360,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 30/Lofar 1_b.png,166959,,
progress-test-2,,30,"FR Akira-class, Category 2, Kobol",glc,2,gram_30.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 30/Lofar 2.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 30/Lofar 2.glc,271,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 30/Lofar 2.png,166959,,
progress-test-2,,30,"FR Akira-class, Category 2, Kobol",glc,3,gram_30.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 30/Lofar 3.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 30/Lofar 3.glc,271,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 30/Lofar 3.png,166829,,
progress-test-2,,30,"FR Akira-class, Category 2, Kobol",analysis,1,gram_30.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 30/Analysis Sheet.docx,1000,,
progress-test-2,,31,"X-wing contact bearing 051, codename Mustafar",glc,1,gram_31.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 31/Lofar 1 I.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 31/Lofar 1 I.glc,271,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 31/Lofar 1 I.png,166959,,
progress-test-2,,31,"X-wing contact bearing 051, codename Mustafar",glc,2,gram_31.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 31/Lofar 2_b.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 31/Lofar 2_b.glc,180,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 31/Lofar 2_b.wav,844,,
progress-test-2,,31,"X-wing contact bearing 051, codename Mustafar",analysis,1,gram_31.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 31/Analysis.png,41011,,
progress-test-2,,32,"FR Sovereign-class, Category 4, Naboo",glc,1,gram_32.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 32/Lofar 1 I.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 32/Lofar 1 I.glc,180,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 32/Lofar 1 I.png,166959,,
progress-test-2,,32,"FR Sovereign-class, Category 4, Naboo",glc,2,gram_32.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 32/Lofar 2_a.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 32/Lofar 2_a.glc,180,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 32/Lofar 2_a.png,166959,,
progress-test-2,,32,"FR Sovereign-class, Category 4, Naboo",glc,3,gram_32.dita,Lofar 3,Instructor Progress Test 2 Grams_Updated Files/Gram 32/Lofar 3_b.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 32/Lofar 3_b.glc,240,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 32/Lofar 3_b.png,166975,,
progress-test-2,,32,"FR Sovereign-class, Category 4, Naboo",glc,4,gram_32.dita,Lofar 4,Instructor Progress Test 2 Grams_Updated Files/Gram 32/Lofar 4_b.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 32/Lofar 4_b.glc,300,100,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 32/Lofar 4_b.png,166985,,
progress-test-2,,32,"FR Sovereign-class, Category 4, Naboo",analysis,1,gram_32.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 32/Analysis Sheet.docx,1003,,
progress-test-2,,34,"FR Equinox, Category 2, Cardassia",glc,1,gram_34.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 34/Lofar 1_a.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 34/Lofar 1_a.glc,271,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 34/Lofar 1_a.wav,844,,
progress-test-2,,34,"FR Equinox, Category 2, Cardassia",glc,2,gram_34.dita,Lofar 2,Instructor Progress Test 2 Grams_Updated Files/Gram 34/Lofar 2_b.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 34/Lofar 2_b.glc,240,400,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 34/Lofar 2_b.png,166829,,
progress-test-2,,34,"FR Equinox, Category 2, Cardassia",analysis,1,gram_34.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 34/Analysis.png,41011,,
progress-test-2,,36,"FR Cerritos, Category 3, Bajor",glc,1,gram_36.dita,Lofar 1,Instructor Progress Test 2 Grams_Updated Files/Gram 36/Lofar 1.glc,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 36/Lofar 1.glc,180,800,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 36/Lofar 1.png,166985,,
progress-test-2,,36,"FR Cerritos, Category 3, Bajor",analysis,1,gram_36.dita,,,,,,Instructor Progress Test 2 Grams_Updated/Instructor Progress Test 2 Grams_Updated Files/Gram 36/Analysis Sheet.docx,997,,
progress-test-3,,1,"FR Millennium Falcon, Category 3, Mustafar",glc,1,gram_1.dita,Lofar 1,Instructor Progress Test 3 Grams Files/Gram 1/Lofar 1 Loop 2.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 1/Lofar 1 Loop 2.glc,360,200,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 1/Lofar 1 Loop 2.png,166985,,
progress-test-3,,1,"FR Millennium Falcon, Category 3, Mustafar",analysis,1,gram_1.dita,,,,,,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 1/Analysis Sheet.docx,1004,,
progress-test-3,,2,"X-wing contact bearing 140, codename Endor",glc,1,gram_2.dita,Lofar 1,Instructor Progress Test 3 Grams Files/Gram 2/Lofar 1.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 2/Lofar 1.glc,300,100,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 2/Lofar 1.wav,844,,
progress-test-3,,2,"X-wing contact bearing 140, codename Endor",analysis,1,gram_2.dita,,,,,,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 2/Analysis Sheet.docx,999,,
progress-test-3,,4,"FR Rebel One, Category 2, Naboo",glc,1,gram_4.dita,Lofar 1,Instructor Progress Test 3 Grams Files/Gram 4/Lofar 1 Loop 2.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 4/Lofar 1 Loop 2.glc,240,200,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 4/Lofar 1 Loop 2.wav,844,,
progress-test-3,,4,"FR Rebel One, Category 2, Naboo",glc,2,gram_4.dita,Lofar 2,Instructor Progress Test 3 Grams Files/Gram 4/Lofar 2 Loop 1.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 4/Lofar 2 Loop 1.glc,271,100,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 4/Lofar 2 Loop 1.wav,844,,
progress-test-3,,4,"FR Rebel One, Category 2, Naboo",glc,3,gram_4.dita,Lofar 3,Instructor Progress Test 3 Grams Files/Gram 4/Lofar 3 Loop 2.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 4/Lofar 3 Loop 2.glc,240,400,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 4/Lofar 3 Loop 2.png,166829,,
progress-test-3,,4,"FR Rebel One, Category 2, Naboo",analysis,1,gram_4.dita,,,,,,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 4/Analysis Sheet.docx,997,,
progress-test-3,,6,"FR Outrider, Category 3, Trill",glc,1,gram_6.dita,Lofar 1,Instructor Progress Test 3 Grams Files/Gram 6/Lofar 1.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 6/Lofar 1.glc,180,400,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 6/Lofar 1.png,166985,,
progress-test-3,,6,"FR Outrider, Category 3, Trill",glc,2,gram_6.dita,Lofar 2,Instructor Progress Test 3 Grams Files/Gram 6/Lofar 2 ABC.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 6/Lofar 2 ABC.glc,180,400,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 6/Lofar 2 ABC.png,166975,,
progress-test-3,,6,"FR Outrider, Category 3, Trill",analysis,1,gram_6.dita,,,,,,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 6/Analysis Sheet.docx,996,,
progress-test-3,,7,"Imperial-class contact bearing 172, codename Betazed",glc,1,gram_7.dita,Lofar 1,Instructor Progress Test 3 Grams Files/Gram 7/Lofar 1_b.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 7/Lofar 1_b.glc,240,100,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 7/Lofar 1_b.png,166959,,
progress-test-3,,7,"Imperial-class contact bearing 172, codename Betazed",glc,2,gram_7.dita,Lofar 2,Instructor Progress Test 3 Grams Files/Gram 7/Lofar 2_b.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 7/Lofar 2_b.glc,360,100,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 7/Lofar 2_b.png,166829,,
progress-test-3,,7,"Imperial-class contact bearing 172, codename Betazed",analysis,1,gram_7.dita,,,,,,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 7/Analysis.png,41011,,
progress-test-3,,8,"FR Outrider, Category 1, Romulus",glc,1,gram_8.dita,Lofar 1,Instructor Progress Test 3 Grams Files/Gram 8/Lofar 1 ABC.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 8/Lofar 1 ABC.glc,300,100,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 8/Lofar 1 ABC.wav,844,,
progress-test-3,,8,"FR Outrider, Category 1, Romulus",glc,2,gram_8.dita,Lofar 2,Instructor Progress Test 3 Grams Files/Gram 8/Lofar 2 Loop 1.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 8/Lofar 2 Loop 1.glc,180,100,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 8/Lofar 2 Loop 1.png,166985,,
progress-test-3,,8,"FR Outrider, Category 1, Romulus",glc,3,gram_8.dita,Lofar 3,Instructor Progress Test 3 Grams Files/Gram 8/Lofar 3_b.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 8/Lofar 3_b.glc,271,800,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 8/Lofar 3_b.png,166975,,
progress-test-3,,8,"FR Outrider, Category 1, Romulus",glc,4,gram_8.dita,Lofar 4,Instructor Progress Test 3 Grams Files/Gram 8/Lofar 4_b.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 8/Lofar 4_b.glc,360,800,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 8/Lofar 4_b.png,166985,,
progress-test-3,,8,"FR Outrider, Category 1, Romulus",analysis,1,gram_8.dita,,,,,,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 8/Analysis.png,41011,,
progress-test-3,,9,"FR A-wing, Category 3, Tatooine",glc,1,gram_9.dita,Lofar 1,Instructor Progress Test 3 Grams Files/Gram 9/Lofar 1 Loop 1.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 9/Lofar 1 Loop 1.glc,271,400,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 9/Lofar 1 Loop 1.png,166975,,
progress-test-3,,9,"FR A-wing, Category 3, Tatooine",glc,2,gram_9.dita,Lofar 2,Instructor Progress Test 3 Grams Files/Gram 9/Lofar 2_a.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 9/Lofar 2_a.glc,300,800,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 9/Lofar 2_a.wav,844,,
progress-test-3,,9,"FR A-wing, Category 3, Tatooine",glc,3,gram_9.dita,Lofar 3,Instructor Progress Test 3 Grams Files/Gram 9/Lofar 3_a.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 9/Lofar 3_a.glc,240,100,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 9/Lofar 3_a.png,166829,,
progress-test-3,,9,"FR A-wing, Category 3, Tatooine",analysis,1,gram_9.dita,,,,,,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 9/Analysis.png,41011,,
progress-test-3,,10,"FR Cerritos, Category 4, Gandalf",glc,1,gram_10.dita,Lofar 1,Instructor Progress Test 3 Grams Files/Gram 10/Lofar 1_a.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 10/Lofar 1_a.glc,300,200,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 10/Lofar 1_a.png,166985,,
progress-test-3,,10,"FR Cerritos, Category 4, Gandalf",glc,2,gram_10.dita,Lofar 2,Instructor Progress Test 3 Grams Files/Gram 10/Lofar 2 I.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 10/Lofar 2 I.glc,300,200,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 10/Lofar 2 I.wav,844,,
progress-test-3,,10,"FR Cerritos, Category 4, Gandalf",analysis,1,gram_10.dita,,,,,,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 10/Analysis.png,41011,,
progress-test-3,,13,"Corellian Corvette contact bearing 190, codename Caprica",glc,1,gram_13.dita,Lofar 1,Instructor Progress Test 3 Grams Files/Gram 13/Lofar 1 I.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 13/Lofar 1 I.glc,271,800,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 13/Lofar 1 I.png,166959,,
progress-test-3,,13,"Corellian Corvette contact bearing 190, codename Caprica",analysis,1,gram_13.dita,,,,,,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 13/Analysis Sheet.docx,1008,,
progress-test-3,,14,"FR Corellian Corvette, Category 1, Naboo",glc,1,gram_14.dita,Lofar 1,Instructor Progress Test 3 Grams Files/Gram 14/Lofar 1_b.glc,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 14/Lofar 1_b.glc,240,100,Instructor Progress Test 3 Grams/Instructor Progress Test 3 Grams Files/Gram 14/Lofar 1_b.png,166959,,
